Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Mínimo,Máximo
20.0000,0.5000,0.1000,0.0589,0.0551,0.0413,0.0020,0.2160
30.0000,0.5000,0.1000,0.0927,0.0528,0.0855,0.0105,0.2319
40.0000,0.5000,0.1000,0.0938,0.0614,0.0784,0.0246,0.2546
50.0000,0.5000,0.1000,0.0692,0.0637,0.0600,0.0095,0.2902
