Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Melhor,Pior
40.0000,0.5000,-1.0000,11.6800,0.6145,12.0000,12.0000,10.0000
40.0000,0.6000,-1.0000,11.7200,0.4490,12.0000,12.0000,11.0000
40.0000,0.7000,-1.0000,11.7200,0.4490,12.0000,12.0000,11.0000
40.0000,0.8000,-1.0000,11.7600,0.4271,12.0000,12.0000,11.0000
