Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Mínimo,Máximo
40.0000,0.5000,-1.0000,827.5200,2705.0492,15.0000,4.0000,10000.0000
40.0000,0.6000,-1.0000,437.2400,1952.4232,19.0000,1.0000,10000.0000
40.0000,0.7000,-1.0000,832.0400,2703.7625,18.0000,4.0000,10000.0000
40.0000,0.8000,-1.0000,1221.1200,3241.9604,10.0000,2.0000,10000.0000
