Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Melhor,Pior
40.0000,0.5000,0.1000,12.0000,0.0000,12.0000,12.0000,12.0000
40.0000,0.6000,0.2000,12.0000,0.0000,12.0000,12.0000,12.0000
40.0000,0.7000,0.3000,12.0000,0.0000,12.0000,12.0000,12.0000
40.0000,0.8000,0.4000,12.0000,0.0000,12.0000,12.0000,12.0000
