Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Mínimo,Máximo
20.0000,0.5000,0.1000,6.7024,1.1301,6.8075,3.9087,8.6652
30.0000,0.5000,0.1000,8.4954,1.8944,7.8924,5.5602,13.0563
40.0000,0.5000,0.1000,10.8076,2.2199,10.1407,8.4221,17.0269
50.0000,0.5000,0.1000,16.6398,3.6459,15.5710,11.3180,24.8109
