Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Mediana,Mínimo,Máximo
20.0000,0.5000,0.1000,1000.0000,1000.0000,1000.0000,1000.0000
30.0000,0.5000,0.1000,1000.0000,1000.0000,1000.0000,1000.0000
40.0000,0.5000,0.1000,1000.0000,1000.0000,1000.0000,1000.0000
50.0000,0.5000,0.1000,1000.0000,1000.0000,1000.0000,1000.0000
