Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Mediana,Mínimo,Máximo
0.1000,0.0000,0.0000,1000.0000,1000.0000,1000.0000,1000.0000
0.2000,0.0000,0.0000,1000.0000,1000.0000,1000.0000,1000.0000
0.3000,0.0000,0.0000,1000.0000,1000.0000,1000.0000,1000.0000
0.4000,0.0000,0.0000,1000.0000,1000.0000,1000.0000,1000.0000
