Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Mínimo,Máximo
0.1000,0.0000,0.0000,1000.0000,0.0000,1000.0000,1000.0000,1000.0000
