Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Melhor,Pior
20.0000,0.5000,0.1000,1.0000,0.0000,1.0000,1.0000,1.0000
30.0000,0.5000,0.1000,1.0000,0.0000,1.0000,1.0000,1.0000
40.0000,0.5000,0.1000,1.0000,0.0000,1.0000,1.0000,1.0000
50.0000,0.5000,0.1000,1.0000,0.0000,1.0000,1.0000,1.0000
