Taxa de Aprendizado,Média,Desvio Padrão,Mínimo,Mediana,Máximo
1.0000,0.7821,0.0138,0.7589,0.7857,0.8036
0.1000,0.7839,0.0168,0.7500,0.7857,0.8036
0.0100,0.7889,0.0155,0.7500,0.7946,0.8125
0.0010,0.7796,0.0144,0.7500,0.7857,0.8036
