Taxa de Aprendizado,Média,Desvio Padrão,Mínimo,Mediana,Máximo
1.0000,13.7200,3.0003,10.0000,13.0000,21.0000
0.1000,15.1600,5.2966,10.0000,14.0000,31.0000
0.0100,14.9600,4.7873,10.0000,13.0000,29.0000
0.0010,15.6000,4.4000,10.0000,14.0000,27.0000
