Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Mediana,Mínimo,Máximo
20.000000,0.500000,0.100000,1000.000000,1000.000000,1000.000000,1000.000000
20.000000,0.600000,0.200000,1000.000000,1000.000000,1000.000000,1000.000000
20.000000,0.700000,0.300000,1000.000000,1000.000000,1000.000000,1000.000000
20.000000,0.800000,0.400000,1000.000000,1000.000000,1000.000000,1000.000000
