Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Mínimo,Máximo
20.000000,0.500000,0.100000,15.569034,1.227134,15.514889,13.283635,19.930971
30.000000,0.500000,0.100000,21.676206,3.058088,22.373283,15.244051,27.871187
40.000000,0.500000,0.100000,30.464999,2.010408,29.961236,27.557117,37.739379
50.000000,0.500000,0.100000,38.095063,5.718456,36.511520,34.111954,63.307588
