Tamanho da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mediana,Mínimo,Máximo
20.000000,0.500000,0.100000,1000.000000,0.000000,1000.000000,1000.000000,1000.000000
30.000000,0.500000,0.100000,1000.000000,0.000000,1000.000000,1000.000000,1000.000000
40.000000,0.500000,0.100000,1000.000000,0.000000,1000.000000,1000.000000,1000.000000
50.000000,0.500000,0.100000,1000.000000,0.000000,1000.000000,1000.000000,1000.000000
