Num. Partículas,V.Min,V.Máx,Média,Desvio Padrão,Mínimo,Mediana,Máximo
48.0000,-5.0000,5.0000,0.0611,0.2992,0.0000,0.0000,1.5271
48.0000,-2.5000,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0000,-10.0000,10.0000,0.3665,0.6522,0.0000,0.0000,1.5271
48.0000,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
