Tam. da População,Taxa de Crossover,Taxa de Mutação,Média,Desvio Padrão,Mínimo,Mediana,Máximo
30.0000,0.5000,0.1000,1000.0000,0.0000,1000.0000,1000.0000,1000.0000
30.0000,0.6000,0.2000,1000.0000,0.0000,1000.0000,1000.0000,1000.0000
30.0000,0.7000,0.3000,1000.0000,0.0000,1000.0000,1000.0000,1000.0000
30.0000,0.8000,0.4000,1000.0000,0.0000,1000.0000,1000.0000,1000.0000
